BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,TIN,ProductId,StandardComponentId,EnrolleeContractRateDeterminationRule,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,AgeDeterminationRule,MinimumTobaccoFreeMonthsRule,CohabitationRule,RowNumber,MarketCoverage,DentalOnlyPlan
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI003,86217MI0030006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI003,86217MI0030007,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI003,86217MI0030008,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI003,86217MI0030009,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI003,86217MI0030010,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040003,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040005,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040007,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040008,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040009,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI004,86217MI0040010,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070003,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070005,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070007,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070008,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070009,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI007,86217MI0070010,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI008,86217MI0080002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI008,86217MI0080003,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI008,86217MI0080004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI009,86217MI0090002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI009,86217MI0090003,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI009,86217MI0090004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI009,86217MI0090005,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
2015,MI,86217,SERFF,4,2014-11-17 10:57:52,86217,38-2724203,86217MI009,86217MI0090006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Father or Mother,No;Grandfather or Grandmother,No;Grandson or Granddaughter,No;Uncle or Aunt,No;Nephew or Niece,No;Cousin,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Brother-in-Law or Sister-in-Law,No;Father-in-Law or Mother-in-Law,No;Brother or Sister,No;Ward,No;Stepparent,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Guardian,No;Court Appointed Guardian,No;Collateral Dependent,No;Life Partner,No;Annultant,No;Trustee,No;Other Relationship,No;Other Relative,No",10,Individual,Yes
